timestamp, uuid, temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/24 18:48:31.552, GPU-a015762a-f0d5-9065-109d-37898af80ecf, 31, 2385 MHz, 14001 MHz, 64.21 W, 0 MiB, 0 %
