timestamp, uuid, temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/24 18:47:35.611, GPU-a015762a-f0d5-9065-109d-37898af80ecf, 30, 2377 MHz, 13801 MHz, 68.22 W, 18537 MiB, 0 %
