timestamp, uuid, temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], memory.used [MiB], utilization.gpu [%]
2026/09/24 18:47:44.983, GPU-a015762a-f0d5-9065-109d-37898af80ecf, 32, 2940 MHz, 13801 MHz, 93.77 W, 19047 MiB, 0 %
